"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; n.d., not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
11918;839.067;n.d.;n.d.;-1.20E+02;n.d.
11920;838.926;n.d.;n.d.;-1.20E+02;n.d.
11922;838.785;n.d.;n.d.;-1.20E+02;n.d.
11924;838.645;n.d.;n.d.;-1.20E+02;n.d.
11926;838.504;n.d.;n.d.;-1.20E+02;n.d.
11928;838.364;n.d.;n.d.;-1.21E+02;n.d.
11930;838.223;n.d.;n.d.;-1.21E+02;n.d.
11932;838.082;n.d.;n.d.;-1.21E+02;n.d.
11934;837.942;n.d.;n.d.;-1.21E+02;n.d.
11936;837.802;n.d.;n.d.;-1.21E+02;n.d.
11938;837.661;n.d.;n.d.;-1.21E+02;n.d.
11940;837.521;n.d.;n.d.;-1.21E+02;n.d.
11942;837.381;n.d.;n.d.;-1.21E+02;n.d.
11944;837.24;n.d.;n.d.;-1.21E+02;n.d.
11946;837.1;n.d.;n.d.;-1.21E+02;n.d.
11948;836.96;n.d.;n.d.;-1.21E+02;n.d.
11950;836.82;n.d.;n.d.;-1.21E+02;n.d.
11952;836.68;n.d.;n.d.;-1.21E+02;n.d.
11954;836.54;n.d.;n.d.;-1.21E+02;n.d.
11956;836.4;n.d.;n.d.;-1.21E+02;n.d.
11958;836.26;n.d.;n.d.;-1.21E+02;n.d.
11960;836.12;n.d.;n.d.;-1.22E+02;n.d.
11962;835.981;n.d.;n.d.;-1.22E+02;n.d.
11964;835.841;n.d.;n.d.;-1.22E+02;n.d.
11966;835.701;n.d.;n.d.;-1.22E+02;n.d.
11968;835.561;n.d.;n.d.;-1.22E+02;n.d.
11970;835.422;n.d.;n.d.;-1.22E+02;n.d.
11972;835.282;n.d.;n.d.;-1.22E+02;n.d.
11974;835.143;n.d.;n.d.;-1.22E+02;n.d.
11976;835.003;n.d.;n.d.;-1.22E+02;n.d.
11978;834.864;n.d.;n.d.;-1.22E+02;n.d.
11980;834.725;n.d.;n.d.;-1.22E+02;n.d.
11982;834.585;n.d.;n.d.;-1.22E+02;n.d.
11984;834.446;n.d.;n.d.;-1.22E+02;n.d.
11986;834.307;n.d.;n.d.;-1.22E+02;n.d.
11988;834.168;n.d.;n.d.;-1.22E+02;n.d.
11990;834.028;n.d.;n.d.;-1.23E+02;n.d.
11992;833.889;n.d.;n.d.;-1.23E+02;n.d.
11994;833.75;n.d.;n.d.;-1.23E+02;n.d.
11996;833.611;n.d.;n.d.;-1.23E+02;n.d.
11998;833.472;n.d.;n.d.;-1.23E+02;n.d.
12000;833.333;n.d.;n.d.;-1.23E+02;n.d.
12002;833.194;n.d.;n.d.;-1.23E+02;n.d.
12004;833.056;n.d.;n.d.;-1.23E+02;n.d.
12006;832.917;n.d.;n.d.;-1.23E+02;n.d.
12008;832.778;n.d.;n.d.;-1.23E+02;n.d.
12010;832.639;n.d.;n.d.;-1.23E+02;n.d.
12012;832.501;n.d.;n.d.;-1.23E+02;n.d.
12014;832.362;n.d.;n.d.;-1.23E+02;n.d.
12016;832.224;n.d.;n.d.;-1.23E+02;n.d.
12018;832.085;n.d.;n.d.;-1.24E+02;n.d.
12020;831.947;n.d.;n.d.;-1.24E+02;n.d.
12022;831.808;n.d.;n.d.;-1.24E+02;n.d.
12024;831.67;n.d.;n.d.;-1.24E+02;n.d.
12026;831.532;n.d.;n.d.;-1.24E+02;n.d.
12028;831.393;n.d.;n.d.;-1.24E+02;n.d.
12030;831.255;n.d.;n.d.;-1.24E+02;n.d.
12032;831.117;n.d.;n.d.;-1.24E+02;n.d.
12034;830.979;n.d.;n.d.;-1.24E+02;n.d.
12036;830.841;n.d.;n.d.;-1.24E+02;n.d.
12038;830.703;n.d.;n.d.;-1.24E+02;n.d.
12040;830.565;n.d.;n.d.;-1.24E+02;n.d.
12042;830.427;n.d.;n.d.;-1.24E+02;n.d.
12044;830.289;n.d.;n.d.;-1.24E+02;n.d.
12046;830.151;n.d.;n.d.;-1.24E+02;n.d.
12048;830.013;n.d.;n.d.;-1.24E+02;n.d.
12050;829.876;n.d.;n.d.;-1.25E+02;n.d.
12052;829.738;n.d.;n.d.;-1.25E+02;n.d.
12054;829.6;n.d.;n.d.;-1.25E+02;n.d.
12056;829.463;n.d.;n.d.;-1.25E+02;n.d.
12058;829.325;n.d.;n.d.;-1.25E+02;n.d.
12060;829.187;n.d.;n.d.;-1.25E+02;n.d.
12062;829.05;n.d.;n.d.;-1.25E+02;n.d.
12064;828.912;n.d.;n.d.;-1.25E+02;n.d.
12066;828.775;n.d.;n.d.;-1.25E+02;n.d.
12068;828.638;n.d.;n.d.;-1.25E+02;n.d.
12070;828.5;n.d.;n.d.;-1.25E+02;n.d.
12072;828.363;n.d.;n.d.;-1.25E+02;n.d.
12074;828.226;n.d.;n.d.;-1.25E+02;n.d.
12076;828.089;n.d.;n.d.;-1.25E+02;n.d.
12078;827.952;n.d.;n.d.;-1.25E+02;n.d.
12080;827.815;n.d.;n.d.;-1.25E+02;n.d.
12082;827.678;n.d.;n.d.;-1.26E+02;n.d.
12084;827.541;n.d.;n.d.;-1.26E+02;n.d.
12086;827.404;n.d.;n.d.;-1.26E+02;n.d.
12088;827.267;n.d.;n.d.;-1.26E+02;n.d.
12090;827.13;n.d.;n.d.;-1.26E+02;n.d.
12092;826.993;n.d.;n.d.;-1.26E+02;n.d.
12094;826.856;n.d.;n.d.;-1.26E+02;n.d.
12096;826.72;n.d.;n.d.;-1.26E+02;n.d.
12098;826.583;n.d.;n.d.;-1.26E+02;n.d.
12100;826.446;n.d.;n.d.;-1.26E+02;n.d.
12102;826.31;n.d.;n.d.;-1.26E+02;n.d.
12104;826.173;n.d.;n.d.;-1.26E+02;n.d.
12106;826.037;n.d.;n.d.;-1.26E+02;n.d.
12108;825.9;n.d.;n.d.;-1.26E+02;n.d.
12110;825.764;n.d.;n.d.;-1.26E+02;n.d.
12112;825.627;n.d.;n.d.;-1.26E+02;n.d.
12114;825.491;n.d.;n.d.;-1.27E+02;n.d.
12116;825.355;n.d.;n.d.;-1.27E+02;n.d.
12118;825.219;n.d.;n.d.;-1.27E+02;n.d.
12120;825.083;n.d.;n.d.;-1.27E+02;n.d.
12122;824.946;n.d.;n.d.;-1.27E+02;n.d.
12124;824.81;n.d.;n.d.;-1.27E+02;n.d.
12126;824.674;n.d.;n.d.;-1.27E+02;n.d.
12128;824.538;n.d.;n.d.;-1.27E+02;n.d.
12130;824.402;n.d.;n.d.;-1.27E+02;n.d.
12132;824.266;n.d.;n.d.;-1.27E+02;n.d.
12134;824.131;n.d.;n.d.;-1.27E+02;n.d.
12136;823.995;n.d.;n.d.;-1.27E+02;n.d.
12138;823.859;n.d.;n.d.;-1.27E+02;n.d.
12140;823.723;n.d.;n.d.;-1.27E+02;n.d.
12142;823.588;n.d.;n.d.;-1.27E+02;n.d.
12144;823.452;n.d.;n.d.;-1.27E+02;n.d.
12146;823.316;n.d.;n.d.;-1.27E+02;n.d.
12148;823.181;n.d.;n.d.;-1.27E+02;n.d.
12150;823.045;n.d.;n.d.;-1.27E+02;n.d.
12152;822.91;n.d.;n.d.;-1.27E+02;n.d.
12154;822.774;n.d.;n.d.;-1.27E+02;n.d.
12156;822.639;n.d.;n.d.;-1.27E+02;n.d.
12158;822.504;n.d.;n.d.;-1.27E+02;n.d.
12160;822.368;n.d.;n.d.;-1.27E+02;n.d.
12162;822.233;n.d.;n.d.;-1.28E+02;n.d.
12164;822.098;n.d.;n.d.;-1.28E+02;n.d.
12166;821.963;n.d.;n.d.;-1.28E+02;n.d.
12168;821.828;n.d.;n.d.;-1.28E+02;n.d.
12170;821.693;n.d.;n.d.;-1.28E+02;n.d.
12172;821.558;n.d.;n.d.;-1.28E+02;n.d.
12174;821.423;n.d.;n.d.;-1.28E+02;n.d.
12176;821.288;n.d.;n.d.;-1.28E+02;n.d.
12178;821.153;n.d.;n.d.;-1.28E+02;n.d.
12180;821.018;n.d.;n.d.;-1.28E+02;n.d.
12182;820.883;n.d.;n.d.;-1.28E+02;n.d.
12184;820.749;n.d.;n.d.;-1.28E+02;n.d.
12186;820.614;n.d.;n.d.;-1.28E+02;n.d.
12188;820.479;n.d.;n.d.;-1.28E+02;n.d.
12190;820.345;n.d.;n.d.;-1.28E+02;n.d.
12192;820.21;n.d.;n.d.;-1.28E+02;n.d.
12194;820.075;n.d.;n.d.;-1.28E+02;n.d.
12196;819.941;n.d.;n.d.;-1.28E+02;n.d.
12198;819.807;n.d.;n.d.;-1.28E+02;n.d.
12200;819.672;n.d.;n.d.;-1.28E+02;n.d.
12202;819.538;n.d.;n.d.;-1.28E+02;n.d.
12204;819.403;n.d.;n.d.;-1.28E+02;n.d.
12206;819.269;n.d.;n.d.;-1.28E+02;n.d.
12208;819.135;n.d.;n.d.;-1.28E+02;n.d.
12210;819.001;n.d.;n.d.;-1.28E+02;n.d.
12212;818.867;n.d.;n.d.;-1.28E+02;n.d.
12214;818.733;n.d.;n.d.;-1.28E+02;n.d.
12216;818.599;n.d.;n.d.;-1.28E+02;n.d.
12218;818.465;n.d.;n.d.;-1.28E+02;n.d.
12220;818.331;n.d.;n.d.;-1.28E+02;n.d.
12222;818.197;n.d.;n.d.;-1.28E+02;n.d.
12224;818.063;n.d.;n.d.;-1.28E+02;n.d.
12226;817.929;n.d.;n.d.;-1.28E+02;n.d.
12228;817.795;n.d.;n.d.;-1.28E+02;n.d.
12230;817.661;n.d.;n.d.;-1.28E+02;n.d.
12232;817.528;n.d.;n.d.;-1.28E+02;n.d.
12234;817.394;n.d.;n.d.;-1.28E+02;n.d.
12236;817.261;n.d.;n.d.;-1.28E+02;n.d.
12238;817.127;n.d.;n.d.;-1.28E+02;n.d.
12240;816.993;n.d.;n.d.;-1.28E+02;n.d.
12242;816.86;n.d.;n.d.;-1.29E+02;n.d.
12244;816.727;n.d.;n.d.;-1.29E+02;n.d.
12246;816.593;n.d.;n.d.;-1.29E+02;n.d.
12248;816.46;n.d.;n.d.;-1.29E+02;n.d.
12250;816.327;n.d.;n.d.;-1.29E+02;n.d.
12252;816.193;n.d.;n.d.;-1.29E+02;n.d.
12254;816.06;n.d.;n.d.;-1.29E+02;n.d.
12256;815.927;n.d.;n.d.;-1.29E+02;n.d.
12258;815.794;n.d.;n.d.;-1.29E+02;n.d.
12260;815.661;n.d.;n.d.;-1.29E+02;n.d.
12262;815.528;n.d.;n.d.;-1.29E+02;n.d.
12264;815.395;n.d.;n.d.;-1.29E+02;n.d.
12266;815.262;n.d.;n.d.;-1.29E+02;n.d.
12268;815.129;n.d.;n.d.;-1.29E+02;n.d.
12270;814.996;n.d.;n.d.;-1.29E+02;n.d.
12272;814.863;n.d.;n.d.;-1.29E+02;n.d.
12274;814.73;n.d.;n.d.;-1.29E+02;n.d.
12276;814.598;n.d.;n.d.;-1.29E+02;n.d.
12278;814.465;n.d.;n.d.;-1.29E+02;n.d.
12280;814.332;n.d.;n.d.;-1.29E+02;n.d.
12282;814.2;n.d.;n.d.;-1.29E+02;n.d.
12284;814.067;n.d.;n.d.;-1.29E+02;n.d.
12286;813.935;n.d.;n.d.;-1.30E+02;n.d.
12288;813.802;n.d.;n.d.;-1.30E+02;n.d.
12290;813.67;n.d.;n.d.;-1.30E+02;n.d.
12292;813.537;n.d.;n.d.;-1.30E+02;n.d.
12294;813.405;n.d.;n.d.;-1.30E+02;n.d.
12296;813.273;n.d.;n.d.;-1.30E+02;n.d.
12298;813.14;n.d.;n.d.;-1.30E+02;n.d.
12300;813.008;n.d.;n.d.;-1.30E+02;n.d.
12302;812.876;n.d.;n.d.;-1.30E+02;n.d.
12304;812.744;n.d.;n.d.;-1.30E+02;n.d.
12306;812.612;n.d.;n.d.;-1.30E+02;n.d.
12308;812.48;n.d.;n.d.;-1.30E+02;n.d.
12310;812.348;n.d.;n.d.;-1.30E+02;n.d.
12312;812.216;n.d.;n.d.;-1.30E+02;n.d.
12314;812.084;n.d.;n.d.;-1.30E+02;n.d.
12316;811.952;n.d.;n.d.;-1.30E+02;n.d.
12318;811.82;n.d.;n.d.;-1.30E+02;n.d.
12320;811.688;n.d.;n.d.;-1.30E+02;n.d.
12322;811.557;n.d.;n.d.;-1.30E+02;n.d.
12324;811.425;n.d.;n.d.;-1.30E+02;n.d.
12326;811.293;n.d.;n.d.;-1.30E+02;n.d.
12328;811.162;n.d.;n.d.;-1.30E+02;n.d.
12330;811.03;n.d.;n.d.;-1.30E+02;n.d.
12332;810.898;n.d.;n.d.;-1.30E+02;n.d.
12334;810.767;n.d.;n.d.;-1.31E+02;n.d.
12336;810.636;n.d.;n.d.;-1.31E+02;n.d.
12338;810.504;n.d.;n.d.;-1.31E+02;n.d.
12340;810.373;n.d.;n.d.;-1.31E+02;n.d.
12342;810.241;n.d.;n.d.;-1.31E+02;n.d.
12344;810.11;n.d.;n.d.;-1.31E+02;n.d.
12346;809.979;n.d.;n.d.;-1.31E+02;n.d.
12348;809.848;n.d.;n.d.;-1.31E+02;n.d.
12350;809.717;n.d.;n.d.;-1.31E+02;n.d.
12352;809.585;n.d.;n.d.;-1.31E+02;n.d.
12354;809.454;n.d.;n.d.;-1.31E+02;n.d.
12356;809.323;n.d.;n.d.;-1.31E+02;n.d.
12358;809.192;n.d.;n.d.;-1.31E+02;n.d.
12360;809.061;n.d.;n.d.;-1.31E+02;n.d.
12362;808.931;n.d.;n.d.;-1.31E+02;n.d.
12364;808.8;n.d.;n.d.;-1.31E+02;n.d.
12366;808.669;n.d.;n.d.;-1.31E+02;n.d.
12368;808.538;n.d.;n.d.;-1.31E+02;n.d.
12370;808.407;n.d.;n.d.;-1.31E+02;n.d.
12372;808.277;n.d.;n.d.;-1.31E+02;n.d.
12374;808.146;n.d.;n.d.;-1.31E+02;n.d.
12376;808.016;n.d.;n.d.;-1.31E+02;n.d.
12378;807.885;n.d.;n.d.;-1.31E+02;n.d.
12380;807.754;n.d.;n.d.;-1.31E+02;n.d.
12382;807.624;n.d.;n.d.;-1.31E+02;n.d.
12384;807.494;n.d.;n.d.;-1.31E+02;n.d.
12386;807.363;n.d.;n.d.;-1.31E+02;n.d.
12388;807.233;n.d.;n.d.;-1.31E+02;n.d.
12390;807.103;n.d.;n.d.;-1.31E+02;n.d.
12392;806.972;n.d.;n.d.;-1.31E+02;n.d.
12394;806.842;n.d.;n.d.;-1.31E+02;n.d.
12396;806.712;n.d.;n.d.;-1.31E+02;n.d.
12398;806.582;n.d.;n.d.;-1.31E+02;n.d.
12400;806.452;n.d.;n.d.;-1.31E+02;n.d.
12402;806.322;n.d.;n.d.;-1.31E+02;n.d.
12404;806.192;n.d.;n.d.;-1.31E+02;n.d.
12406;806.062;n.d.;n.d.;-1.31E+02;n.d.
12408;805.932;n.d.;n.d.;-1.31E+02;n.d.
12410;805.802;n.d.;n.d.;-1.31E+02;n.d.
12412;805.672;n.d.;n.d.;-1.31E+02;n.d.
12414;805.542;n.d.;n.d.;-1.31E+02;n.d.
12416;805.412;n.d.;n.d.;-1.31E+02;n.d.
12418;805.283;n.d.;n.d.;-1.31E+02;n.d.
12420;805.153;n.d.;n.d.;-1.31E+02;n.d.
12422;805.023;n.d.;n.d.;-1.31E+02;n.d.
12424;804.894;n.d.;n.d.;-1.31E+02;n.d.
12426;804.764;n.d.;n.d.;-1.31E+02;n.d.
12428;804.635;n.d.;n.d.;-1.31E+02;n.d.
12430;804.505;n.d.;n.d.;-1.31E+02;n.d.
12432;804.376;n.d.;n.d.;-1.31E+02;n.d.
12434;804.246;n.d.;n.d.;-1.31E+02;n.d.
12436;804.117;n.d.;n.d.;-1.31E+02;n.d.
12438;803.988;n.d.;n.d.;-1.31E+02;n.d.
12440;803.859;n.d.;n.d.;-1.31E+02;n.d.
12442;803.729;n.d.;n.d.;-1.31E+02;n.d.
12444;803.6;n.d.;n.d.;-1.31E+02;n.d.
12446;803.471;n.d.;n.d.;-1.31E+02;n.d.
12448;803.342;n.d.;n.d.;-1.31E+02;n.d.
12450;803.213;n.d.;n.d.;-1.31E+02;n.d.
12452;803.084;n.d.;n.d.;-1.31E+02;n.d.
12454;802.955;n.d.;n.d.;-1.31E+02;n.d.
12456;802.826;n.d.;n.d.;-1.31E+02;n.d.
12458;802.697;n.d.;n.d.;-1.31E+02;n.d.
12460;802.568;n.d.;n.d.;-1.31E+02;n.d.
12462;802.439;n.d.;n.d.;-1.31E+02;n.d.
12464;802.311;n.d.;n.d.;-1.31E+02;n.d.
12466;802.182;n.d.;n.d.;-1.31E+02;n.d.
12468;802.053;n.d.;n.d.;-1.31E+02;n.d.
12470;801.925;n.d.;n.d.;-1.31E+02;n.d.
12472;801.796;n.d.;n.d.;-1.31E+02;n.d.
12474;801.667;n.d.;n.d.;-1.31E+02;n.d.
12476;801.539;n.d.;n.d.;-1.31E+02;n.d.
12478;801.41;n.d.;n.d.;-1.31E+02;n.d.
12480;801.282;n.d.;n.d.;-1.31E+02;n.d.
12482;801.154;n.d.;n.d.;-1.31E+02;n.d.
12484;801.025;n.d.;n.d.;-1.31E+02;n.d.
12486;800.897;n.d.;n.d.;-1.31E+02;n.d.
12488;800.769;n.d.;n.d.;-1.31E+02;n.d.
12490;800.641;n.d.;n.d.;-1.31E+02;n.d.
12492;800.512;n.d.;n.d.;-1.31E+02;n.d.
12494;800.384;n.d.;n.d.;-1.31E+02;n.d.
12496;800.256;n.d.;n.d.;-1.31E+02;n.d.
12498;800.128;n.d.;n.d.;-1.31E+02;n.d.
12500;800;n.d.;n.d.;-1.31E+02;n.d.
12502;799.872;n.d.;n.d.;-1.31E+02;n.d.
12504;799.744;n.d.;n.d.;-1.31E+02;n.d.
12506;799.616;n.d.;n.d.;-1.31E+02;n.d.
12508;799.488;n.d.;n.d.;-1.31E+02;n.d.
12510;799.361;n.d.;n.d.;-1.32E+02;n.d.
12512;799.233;n.d.;n.d.;-1.32E+02;n.d.
12514;799.105;n.d.;n.d.;-1.32E+02;n.d.
12516;798.977;n.d.;n.d.;-1.32E+02;n.d.
12518;798.85;n.d.;n.d.;-1.32E+02;n.d.
12520;798.722;n.d.;n.d.;-1.32E+02;n.d.
12522;798.594;n.d.;n.d.;-1.32E+02;n.d.
12524;798.467;n.d.;n.d.;-1.32E+02;n.d.
12526;798.339;n.d.;n.d.;-1.32E+02;n.d.
12528;798.212;n.d.;n.d.;-1.32E+02;n.d.
12530;798.085;n.d.;n.d.;-1.32E+02;n.d.
12532;797.957;n.d.;n.d.;-1.32E+02;n.d.
12534;797.83;n.d.;n.d.;-1.32E+02;n.d.
12536;797.703;n.d.;n.d.;-1.32E+02;n.d.
12538;797.575;n.d.;n.d.;-1.32E+02;n.d.
12540;797.448;n.d.;n.d.;-1.32E+02;n.d.
12542;797.321;n.d.;n.d.;-1.32E+02;n.d.
12544;797.194;n.d.;n.d.;-1.32E+02;n.d.
12546;797.067;n.d.;n.d.;-1.32E+02;n.d.
12548;796.94;n.d.;n.d.;-1.32E+02;n.d.
12550;796.813;n.d.;n.d.;-1.32E+02;n.d.
12552;796.686;n.d.;n.d.;-1.32E+02;n.d.
12554;796.559;n.d.;n.d.;-1.32E+02;n.d.
12556;796.432;n.d.;n.d.;-1.32E+02;n.d.
12558;796.305;n.d.;n.d.;-1.32E+02;n.d.
12560;796.178;n.d.;n.d.;-1.32E+02;n.d.
12562;796.052;n.d.;n.d.;-1.32E+02;n.d.
12564;795.925;n.d.;n.d.;-1.32E+02;n.d.
12566;795.798;n.d.;n.d.;-1.32E+02;n.d.
12568;795.672;n.d.;n.d.;-1.32E+02;n.d.
12570;795.545;n.d.;n.d.;-1.32E+02;n.d.
12572;795.418;n.d.;n.d.;-1.32E+02;n.d.
12574;795.292;n.d.;n.d.;-1.32E+02;n.d.
12576;795.165;n.d.;n.d.;-1.32E+02;n.d.
12578;795.039;n.d.;n.d.;-1.32E+02;n.d.
12580;794.913;n.d.;n.d.;-1.32E+02;n.d.
12582;794.786;n.d.;n.d.;-1.32E+02;n.d.
12584;794.66;n.d.;n.d.;-1.32E+02;n.d.
12586;794.534;n.d.;n.d.;-1.32E+02;n.d.
12588;794.407;n.d.;n.d.;-1.32E+02;n.d.
12590;794.281;n.d.;n.d.;-1.32E+02;n.d.
12592;794.155;n.d.;n.d.;-1.32E+02;n.d.
12594;794.029;n.d.;n.d.;-1.32E+02;n.d.
12596;793.903;n.d.;n.d.;-1.32E+02;n.d.
12598;793.777;n.d.;n.d.;-1.32E+02;n.d.
12600;793.651;n.d.;n.d.;-1.32E+02;n.d.
12602;793.525;n.d.;n.d.;-1.32E+02;n.d.
12604;793.399;n.d.;n.d.;-1.32E+02;n.d.
12606;793.273;n.d.;n.d.;-1.31E+02;n.d.
12608;793.147;n.d.;n.d.;-1.31E+02;n.d.
12610;793.021;n.d.;n.d.;-1.31E+02;n.d.
12612;792.896;n.d.;n.d.;-1.31E+02;n.d.
12614;792.77;n.d.;n.d.;-1.31E+02;n.d.
12616;792.644;n.d.;n.d.;-1.31E+02;n.d.
12618;792.519;n.d.;n.d.;-1.31E+02;n.d.
12620;792.393;n.d.;n.d.;-1.31E+02;n.d.
12622;792.267;n.d.;n.d.;-1.31E+02;n.d.
12624;792.142;n.d.;n.d.;-1.31E+02;n.d.
12626;792.016;n.d.;n.d.;-1.31E+02;n.d.
12628;791.891;n.d.;n.d.;-1.31E+02;n.d.
12630;791.766;n.d.;n.d.;-1.31E+02;n.d.
12632;791.64;n.d.;n.d.;-1.31E+02;n.d.
12634;791.515;n.d.;n.d.;-1.31E+02;n.d.
12636;791.39;n.d.;n.d.;-1.31E+02;n.d.
12638;791.264;n.d.;n.d.;-1.31E+02;n.d.
12640;791.139;n.d.;n.d.;-1.31E+02;n.d.
12642;791.014;n.d.;n.d.;-1.31E+02;n.d.
12644;790.889;n.d.;n.d.;-1.31E+02;n.d.
12646;790.764;n.d.;n.d.;-1.31E+02;n.d.
12648;790.639;n.d.;n.d.;-1.31E+02;n.d.
12650;790.514;n.d.;n.d.;-1.31E+02;n.d.
12652;790.389;n.d.;n.d.;-1.31E+02;n.d.
12654;790.264;n.d.;n.d.;-1.31E+02;n.d.
12656;790.139;n.d.;n.d.;-1.31E+02;n.d.
12658;790.014;n.d.;n.d.;-1.31E+02;n.d.
12660;789.889;n.d.;n.d.;-1.31E+02;n.d.
12662;789.765;n.d.;n.d.;-1.31E+02;n.d.
12664;789.64;n.d.;n.d.;-1.31E+02;n.d.
12666;789.515;n.d.;n.d.;-1.31E+02;n.d.
12668;789.391;n.d.;n.d.;-1.31E+02;n.d.
12670;789.266;n.d.;n.d.;-1.31E+02;n.d.
12672;789.141;n.d.;n.d.;-1.31E+02;n.d.
12674;789.017;n.d.;n.d.;-1.31E+02;n.d.
12676;788.892;n.d.;n.d.;-1.31E+02;n.d.
12678;788.768;n.d.;n.d.;-1.31E+02;n.d.
12680;788.644;n.d.;n.d.;-1.31E+02;n.d.
12682;788.519;n.d.;n.d.;-1.31E+02;n.d.
12684;788.395;n.d.;n.d.;-1.31E+02;n.d.
12686;788.271;n.d.;n.d.;-1.31E+02;n.d.
12688;788.146;n.d.;n.d.;-1.31E+02;n.d.
12690;788.022;n.d.;n.d.;-1.31E+02;n.d.
12692;787.898;n.d.;n.d.;-1.31E+02;n.d.
12694;787.774;n.d.;n.d.;-1.31E+02;n.d.
12696;787.65;n.d.;n.d.;-1.31E+02;n.d.
12698;787.526;n.d.;n.d.;-1.31E+02;n.d.
12700;787.402;n.d.;n.d.;-1.31E+02;n.d.
12702;787.278;n.d.;n.d.;-1.32E+02;n.d.
12704;787.154;n.d.;n.d.;-1.32E+02;n.d.
12706;787.03;n.d.;n.d.;-1.32E+02;n.d.
12708;786.906;n.d.;n.d.;-1.32E+02;n.d.
12710;786.782;n.d.;n.d.;-1.32E+02;n.d.
12712;786.658;n.d.;n.d.;-1.32E+02;n.d.
12714;786.535;n.d.;n.d.;-1.32E+02;n.d.
12716;786.411;n.d.;n.d.;-1.32E+02;n.d.
12718;786.287;n.d.;n.d.;-1.32E+02;n.d.
12720;786.164;n.d.;n.d.;-1.32E+02;n.d.
12722;786.04;n.d.;n.d.;-1.32E+02;n.d.
12724;785.916;n.d.;n.d.;-1.32E+02;n.d.
12726;785.793;n.d.;n.d.;-1.32E+02;n.d.
12728;785.669;n.d.;n.d.;-1.32E+02;n.d.
12730;785.546;n.d.;n.d.;-1.32E+02;n.d.
12732;785.423;n.d.;n.d.;-1.32E+02;n.d.
12734;785.299;n.d.;n.d.;-1.31E+02;n.d.
12736;785.176;n.d.;n.d.;-1.31E+02;n.d.
12738;785.053;n.d.;n.d.;-1.31E+02;n.d.
12740;784.929;n.d.;n.d.;-1.31E+02;n.d.
12742;784.806;n.d.;n.d.;-1.31E+02;n.d.
12744;784.683;n.d.;n.d.;-1.31E+02;n.d.
12746;784.56;n.d.;n.d.;-1.31E+02;n.d.
12748;784.437;n.d.;n.d.;-1.31E+02;n.d.
12750;784.314;n.d.;n.d.;-1.31E+02;n.d.
12752;784.191;n.d.;n.d.;-1.31E+02;n.d.
12754;784.068;n.d.;n.d.;-1.31E+02;n.d.
12756;783.945;n.d.;n.d.;-1.31E+02;n.d.
12758;783.822;n.d.;n.d.;-1.31E+02;n.d.
12760;783.699;n.d.;n.d.;-1.31E+02;n.d.
12762;783.576;n.d.;n.d.;-1.31E+02;n.d.
12764;783.453;n.d.;n.d.;-1.31E+02;n.d.
12766;783.331;n.d.;n.d.;-1.31E+02;n.d.
12768;783.208;n.d.;n.d.;-1.31E+02;n.d.
12770;783.085;n.d.;n.d.;-1.31E+02;n.d.
12772;782.963;n.d.;n.d.;-1.31E+02;n.d.
12774;782.84;n.d.;n.d.;-1.31E+02;n.d.
12776;782.718;n.d.;n.d.;-1.31E+02;n.d.
12778;782.595;n.d.;n.d.;-1.31E+02;n.d.
12780;782.473;n.d.;n.d.;-1.31E+02;n.d.
12782;782.35;n.d.;n.d.;-1.31E+02;n.d.
12784;782.228;n.d.;n.d.;-1.31E+02;n.d.
12786;782.105;n.d.;n.d.;-1.31E+02;n.d.
12788;781.983;n.d.;n.d.;-1.31E+02;n.d.
12790;781.861;n.d.;n.d.;-1.31E+02;n.d.
12792;781.739;n.d.;n.d.;-1.31E+02;n.d.
12794;781.616;n.d.;n.d.;-1.31E+02;n.d.
12796;781.494;n.d.;n.d.;-1.31E+02;n.d.
12798;781.372;n.d.;n.d.;-1.31E+02;n.d.
12800;781.25;n.d.;n.d.;-1.31E+02;n.d.
12802;781.128;n.d.;n.d.;-1.31E+02;n.d.
12804;781.006;n.d.;n.d.;-1.31E+02;n.d.
12806;780.884;n.d.;n.d.;-1.31E+02;n.d.
12808;780.762;n.d.;n.d.;-1.31E+02;n.d.
12810;780.64;n.d.;n.d.;-1.31E+02;n.d.
12812;780.518;n.d.;n.d.;-1.31E+02;n.d.
12814;780.396;n.d.;n.d.;-1.31E+02;n.d.
12816;780.275;n.d.;n.d.;-1.31E+02;n.d.
12818;780.153;n.d.;n.d.;-1.31E+02;n.d.
12820;780.031;n.d.;n.d.;-1.31E+02;n.d.
12822;779.91;n.d.;n.d.;-1.31E+02;n.d.
12824;779.788;n.d.;n.d.;-1.31E+02;n.d.
12826;779.666;n.d.;n.d.;-1.31E+02;n.d.
12828;779.545;n.d.;n.d.;-1.31E+02;n.d.
